hakai_id,stock_1,region_1,prob_1,stock_2,region_2,prob_2,stock_3,region_3,prob_3,stock_4,region_4,prob_4,stock_5,region_5,prob_5
U1304,Chilko,3,0.99,Quesnel_Horsef,3,0.01,Chilko-North,3,0.00,Middle,3,0.00,L_Horsefly,3,0.00
U1305,Little,4,0.36,Scotch,2,0.33,L_Adams,4,0.31,Eagle,2,0.00,Seymour,2,0.00
U1306,Chilko,3,0.97,L_Adams,4,0.02,Chilko_south,2,0.01,Chilko-North,3,0.00,Little,4,0.00
U1314,Pitt,2,1.00,,,,,,,,,,,,
U1321,Chilko,3,0.24,Sandpoint,1,0.18,Sinta,1,0.15,Raft,2,0.13,Thompson_N,2,0.08
U1322,Thompson_N,2,0.44,L_Adams,4,0.22,Raft,2,0.15,Quesnel_Horsef,3,0.14,Chilko,3,0.02
U1323,Chilko,3,0.74,Chilko_south,2,0.07,Thompson_N,2,0.07,Raft,2,0.06,Middle,3,0.02
U857,Chilko,3,0.99,Chilko_south,2,0.01,Middle,3,0.00,L_Adams,4,0.00,Chilko-North,3,0.00
U858,Chilko,3,0.99,L_Adams,4,0.00,Middle,3,0.00,Quesnel_Horsef,3,0.00,Chilko_south,2,0.00
U859,L_Adams,4,0.56,Little,4,0.37,Thompson_N,2,0.03,Pitt,2,0.01,Chilko,3,0.01
U860,Chilko,3,0.81,Quesnel_Horsef,3,0.09,Horsefly,3,0.05,L_Adams,4,0.02,Chilko-North,3,0.01
U924,Chilko,3,0.99,Chilko-North,3,0.01,Chilko_south,2,0.00,Middle,3,0.00,L_Adams,4,0.00
U925,Chilko,3,0.85,Horsefly,3,0.05,L_Adams,4,0.04,Quesnel_Horsef,3,0.03,M_Horsefly,3,0.01
U926,Pitt,2,1.00,Seymour,2,0.00,Canoe_Cr,15,0.00,,,,,,
U927,Pitt,2,1.00,Kitkiata_Lake,15,0.00,Chilko,3,0.00,Kalum_lake,10,0.00,Sinta,1,0.00
U928,Middle,3,0.97,Chilko,3,0.02,Sinta,1,0.00,Sandpoint,1,0.00,L_Adams,4,0.00
U939,Quesnel_Horsef,3,0.55,L_Adams,4,0.22,Horsefly,3,0.11,M_Horsefly,3,0.05,Little,4,0.02
U944,L_Adams,4,0.52,Scotch,2,0.28,Little,4,0.19,Chilko,3,0.01,Seymour,2,0.00
U945,Quesnel_Horsef,3,0.45,Seymour,2,0.40,Horsefly,3,0.09,M_Horsefly,3,0.02,L_Horsefly,3,0.01
U956,Quesnel_Mitche,3,0.99,Mitchell,3,0.01,Blue_Lead_Ck,3,0.00,,,,,,
U957,Quesnel_Horsef,3,0.46,L_Adams,4,0.33,Horsefly,3,0.10,M_Horsefly,3,0.02,Chilko,3,0.02
U961,Pitt,2,0.99,L_Adams,4,0.01,Thompson_N,2,0.00,Tachie,3,0.00,Birkenhead,3,0.00
U969,Chilko,3,0.98,Chilko_south,2,0.01,Chilko-North,3,0.01,Pitt,2,0.00,Thompson_N,2,0.00
U970,Gates_Cr,2,1.00,,,,,,,,,,,,
U982,L_Adams,4,0.51,Chilko,3,0.40,Little,4,0.05,Chilko-North,3,0.03,Thompson_N,2,0.00
U983,Quesnel_Horsef,3,0.60,Thompson_N,2,0.10,L_Adams,4,0.09,Horsefly,3,0.07,Chilko,3,0.06
U984,Chilko,3,0.51,Quesnel_Horsef,3,0.27,L_Adams,4,0.12,Horsefly,3,0.07,Middle,3,0.02
U991,Middle,3,0.31,Sandpoint,1,0.25,Chilko,3,0.17,Sinta,1,0.10,Blackwater,1,0.06
U1228,Chilko,3,0.97,Chilko_south,2,0.01,Horsefly,3,0.00,Quesnel_Horsef,3,0.00,Roaring,3,0.00
U1229,Quesnel_Horsef,3,0.99,Horsefly,3,0.00,L_Horsefly,3,0.00,M_Horsefly,3,0.00,Roaring,3,0.00
U1230,Narrows,1,0.96,Chilko,3,0.03,Chilko-North,3,0.00,,,,,,
U1235,Narrows,1,0.21,Quesnel_Horsef,3,0.15,Stellako,3,0.12,Birkenhead,3,0.09,Scotch,2,0.07
U1236,Pitt,2,1.00,,,,,,,,,,,,
U1244,Quesnel_Horsef,3,0.97,U_Horsefly,3,0.02,Horsefly,3,0.01,Chilko,3,0.00,L_Horsefly,3,0.00
U1245,Narrows,1,0.51,Stellako,3,0.39,Rossette,1,0.02,Sandpoint,1,0.02,Sinta,1,0.01
U1246,Roaring,3,0.34,Chilko,3,0.18,Scotch,2,0.13,Stellako,3,0.11,Mitchell,3,0.09
U1250,Mitchell,3,0.77,Roaring,3,0.20,Chilko,3,0.02,Quesnel_Mitche,3,0.01,Wasko_Cr,3,0.00
U1256,Quesnel_Horsef,3,0.98,U_Horsefly,3,0.01,Roaring,3,0.00,Wasko_Cr,3,0.00,L_Horsefly,3,0.00
U1257,L_Shuswap,4,0.62,Portage_Cr,4,0.20,Chilko,3,0.10,L_Adams,4,0.04,Scotch,2,0.02
U1260,Narrows,1,0.97,Rossette,1,0.02,Sandpoint,1,0.01,Hudson_Bay,1,0.00,Bivouac,1,0.00
U1261,Chilko,3,0.96,Chilko_south,2,0.03,Narrows,1,0.01,Chilko-North,3,0.00,Pitt,2,0.00
U1262,Gates_Cr,2,1.00,,,,,,,,,,,,
U1266,Quesnel_Horsef,3,0.62,Scotch,2,0.19,Roaring,3,0.04,L_Shuswap,4,0.04,Mitchell,3,0.03
U1267,Pitt,2,1.00,,,,,,,,,,,,
U1271,Chilko,3,0.75,Scotch,2,0.07,Quesnel_Horsef,3,0.04,L_Adams,4,0.03,Rossette,1,0.02
U1272,Mitchell,3,0.90,Roaring,3,0.06,Wasko_Cr,3,0.02,Quesnel_Mitche,3,0.02,Quesnel_Horsef,3,0.00
U1281,Chilko,3,1.00,Chilko_south,2,0.00,Narrows,1,0.00,Chilko-North,3,0.00,Gluskie,1,0.00
U1282,Phillips,6,0.91,Narrows,1,0.09,Rossette,1,0.00,Felix,1,0.00,Stellako,3,0.00
U1294,Stellako,3,1.00,Pinchi_Cr,3,0.00,Middle,3,0.00,Tachie,3,0.00,Rossette,1,0.00
U1295,Chilko,3,0.98,Portage_Cr,4,0.01,L_Adams,4,0.01,Mitchell,3,0.00,L_Shuswap,4,0.00
U1303,Quesnel_Horsef,3,0.98,U_Horsefly,3,0.01,Horsefly,3,0.01,L_Horsefly,3,0.00,M_Horsefly,3,0.00
U1307,L_Shuswap,4,0.71,Portage_Cr,4,0.15,L_Adams,4,0.06,Quesnel_Horsef,3,0.03,Chilko,3,0.02
U1308,Mitchell,3,0.96,Roaring,3,0.02,Quesnel_Mitche,3,0.02,Wasko_Cr,3,0.00,Blue_Lead_Ck,3,0.00
U1312,Chilko,3,0.65,L_Adams,4,0.08,Portage_Cr,4,0.06,Scotch,2,0.05,Roaring,3,0.03
U1313,Birkenhead,3,1.00,Pitt,2,0.00,,,,,,,,,
U1324,L_Shuswap,4,0.52,Portage_Cr,4,0.32,L_Adams,4,0.08,Little,4,0.04,Chilko,3,0.01
U1325,L_Shuswap,4,0.99,Scotch,2,0.01,Seymour,2,0.00,Portage_Cr,4,0.00,,,
U1326,Pitt,2,1.00,,,,,,,,,,,,
U1239,Mitchell,3,0.98,Quesnel_Mitche,3,0.01,Roaring,3,0.01,Wasko_Cr,3,0.00,Blue_Lead_Ck,3,0.00
U1240,Narrows,1,0.99,Sinta,1,0.00,Blackwater,1,0.00,Porter_Cr,1,0.00,FiveMile,1,0.00
U1268,Scotch,2,0.70,L_Shuswap,4,0.13,Chilko,3,0.09,Narrows,1,0.05,Seymour,2,0.02
U1269,Chilko,3,0.96,Quesnel_Horsef,3,0.02,Narrows,1,0.01,Roaring,3,0.00,Wasko_Cr,3,0.00
U1277,Roaring,3,0.35,Mitchell,3,0.18,Quesnel_Horsef,3,0.18,Wasko_Cr,3,0.16,Chilko,3,0.12
U1278,Stellako,3,1.00,,,,,,,,,,,,
U1279,Birkenhead,3,1.00,,,,,,,,,,,,
U1280,Scotch,2,0.80,Chilko,3,0.13,Seymour,2,0.04,L_Shuswap,4,0.02,L_Adams,4,0.01
U1287,Stellako,3,1.00,Kuzkwa_Cr,3,0.00,Pinchi_Cr,3,0.00,,,,,,
U1291,Mitchell,3,0.89,Roaring,3,0.07,Quesnel_Mitche,3,0.02,Wasko_Cr,3,0.01,Chilko,3,0.01
U1176,Scotch,2,0.97,Seymour,2,0.02,L_Shuswap,4,0.00,Birkenhead,3,0.00,,,
U1209,Quesnel_Horsef,3,0.92,Roaring,3,0.04,U_Horsefly,3,0.02,Horsefly,3,0.01,M_Horsefly,3,0.01
U1210,Pitt,2,1.00,Birkenhead,3,0.00,,,,,,,,,
U1217,Pitt,2,1.00,Yonakina,16,0.00,Craig,14,0.00,Tuskwa,16,0.00,,,
U1218,Quesnel_Horsef,3,0.68,L_Shuswap,4,0.11,Stellako,3,0.07,L_Adams,4,0.06,Portage_Cr,4,0.02
U1219,Pitt,2,1.00,,,,,,,,,,,,
U1223,Chilko,3,0.99,Quesnel_Horsef,3,0.01,Narrows,1,0.01,Rossette,1,0.00,Chilko-North,3,0.00
U1224,Quesnel_Horsef,3,0.72,Roaring,3,0.16,Chilko,3,0.06,Narrows,1,0.02,Wasko_Cr,3,0.01
U1231,Scotch,2,0.94,Fennell,2,0.03,Seymour,2,0.02,Chilko,3,0.01,L_Shuswap,4,0.00
U1241,L_Shuswap,4,0.84,Portage_Cr,4,0.12,L_Adams,4,0.03,Little,4,0.00,MiddleShuswap,4,0.00
U719,Quesnel_Horsef,3,0.37,Mitchell,3,0.18,Roaring,3,0.16,Chilko,3,0.15,Wasko_Cr,3,0.07
U720,Quesnel_Horsef,3,0.83,Horsefly,3,0.07,U_Horsefly,3,0.03,L_Horsefly,3,0.02,Portage_Cr,4,0.02
U734,Scotch,2,0.98,Seymour,2,0.02,,,,,,,,,
U735,Pitt,2,1.00,Harrison,4,0.00,Big_Silver,4,0.00,Birkenhead,3,0.00,,,
U736,Chilko,3,0.97,L_Shuswap,4,0.02,Chilko_south,2,0.00,L_Adams,4,0.00,Portage_Cr,4,0.00
U737,Chilko,3,0.86,Chilko_south,2,0.09,Narrows,1,0.05,Chilko-North,3,0.00,Quesnel_Horsef,3,0.00
U738,Chilko,3,0.99,Chilko_south,2,0.00,Chilko-North,3,0.00,Roaring,3,0.00,,,
U754,L_Shuswap,4,0.34,Stellako,3,0.26,Chilko,3,0.21,Portage_Cr,4,0.08,Bowron,2,0.04
U761,Phillips,6,0.99,L_Adams,4,0.00,Chilko,3,0.00,Hugh_Smith,20,0.00,Devils_Elbow,14,0.00
U762,Pitt,2,1.00,,,,,,,,,,,,
U763,Chilko,3,0.49,Quesnel_Horsef,3,0.36,Bowron,2,0.09,Roaring,3,0.06,Narrows,1,0.00
U764,Pitt,2,1.00,,,,,,,,,,,,
U765,Chilko,3,0.99,Narrows,1,0.01,Quesnel_Horsef,3,0.00,Birkenhead,3,0.00,Chilko-North,3,0.00
U781,Chilko,3,0.93,Chilko_south,2,0.07,L_Shuswap,4,0.00,L_Adams,4,0.00,,,
U782,Gates_Cr,2,1.00,,,,,,,,,,,,
U783,Fennell,2,0.68,Quesnel_Horsef,3,0.14,Chilko,3,0.12,Raft,2,0.04,L_Shuswap,4,0.01
U784,Birkenhead,3,0.79,Narrows,1,0.20,Chilko,3,0.01,Fennell,2,0.00,Portage_Cr,4,0.00
U785,Chilko,3,0.99,Narrows,1,0.01,Wasko_Cr,3,0.00,Chilko-North,3,0.00,Roaring,3,0.00
U786,Scotch,2,0.96,Seymour,2,0.03,Eagle_L,4,0.01,Pitt,2,0.00,Chilko,3,0.00
U787,Chilko,3,0.96,L_Shuswap,4,0.03,Chilko-North,3,0.01,Narrows,1,0.00,Quesnel_Horsef,3,0.00
U809,Gates_Cr,2,1.00,,,,,,,,,,,,
U813,Narrows,1,0.99,Chilko,3,0.00,Blackwater,1,0.00,Rossette,1,0.00,Quesnel_Horsef,3,0.00
U1146,Chilko,3,0.53,L_Adams,4,0.45,Wasko_Cr,3,0.01,L_Shuswap,4,0.00,Roaring,3,0.00
U1147,Scotch,2,0.50,L_Adams,4,0.28,Little,4,0.09,Seymour,2,0.08,Blackwater,1,0.03
U1148,Chilko,3,0.93,Chilko_south,2,0.05,Chilko-North,3,0.02,L_Adams,4,0.00,Quesnel_Horsef,3,0.00
U1153,L_Adams,4,0.84,Little,4,0.09,Scotch,2,0.03,Portage_Cr,4,0.02,Pitt,2,0.00
U1154,L_Adams,4,0.28,Thompson_N,2,0.25,Raft,2,0.24,Chilko_south,2,0.23,Birkenhead,3,0.00
U1165,Chilko_south,2,0.81,Chilko,3,0.19,Portage_Cr,4,0.00,Chilko-North,3,0.00,L_Adams,4,0.00
U1171,Chilko,3,0.96,L_Adams,4,0.01,Chilko-North,3,0.01,Quesnel_Horsef,3,0.01,Chilko_south,2,0.01
U1177,Blackwater,1,0.98,Nadina,2,0.01,Sandpoint,1,0.00,Dust,1,0.00,Rossette,1,0.00
U1178,Quesnel_Horsef,3,0.60,L_Horsefly,3,0.33,Chilko,3,0.04,L_Adams,4,0.01,Little,4,0.01
U1179,Quesnel_Horsef,3,0.51,L_Horsefly,3,0.36,Wasko_Cr,3,0.05,L_Adams,4,0.02,Little,4,0.01
U1197,Quesnel_Horsef,3,0.57,L_Horsefly,3,0.20,Wasko_Cr,3,0.11,L_Adams,4,0.06,Little,4,0.03
U1198,Quesnel_Horsef,3,0.61,L_Horsefly,3,0.38,M_Horsefly,3,0.00,U_Horsefly,3,0.00,Horsefly,3,0.00
U1199,L_Adams,4,0.86,Chilko_south,2,0.11,Chilko,3,0.01,Eagle_L,4,0.00,Little,4,0.00
U1200,Thompson_N,2,0.26,Raft,2,0.21,Chilko_south,2,0.11,Chilko,3,0.11,L_Adams,4,0.11
U1205,Scotch,2,0.99,Seymour,2,0.01,L_Adams,4,0.00,Eagle_L,4,0.00,MiddleShuswap,4,0.00
U1211,Bowron,2,1.00,,,,,,,,,,,,
U1212,Chilko,3,0.28,Chilko_south,2,0.17,Scotch,2,0.13,Quesnel_Horsef,3,0.12,L_Horsefly,3,0.09
U1220,L_Adams,4,0.71,Little,4,0.28,MiddleShuswap,4,0.00,Dust,1,0.00,Seymour,2,0.00
U1225,Chilko_south,2,0.71,Chilko,3,0.29,Quesnel_Horsef,3,0.00,Chilko-North,3,0.00,Thompson_N,2,0.00
U1226,Birkenhead,3,0.48,Wasko_Cr,3,0.33,Chilko_south,2,0.14,L_Adams,4,0.01,Quesnel_Horsef,3,0.01
U1227,Chilko,3,0.97,Chilko-North,3,0.02,Quesnel_Horsef,3,0.00,Chilko_south,2,0.00,Blackwater,1,0.00
U1232,Bowron,2,0.91,Quesnel_Horsef,3,0.08,L_Horsefly,3,0.01,Wasko_Cr,3,0.00,Blue_Lead_Ck,3,0.00
U1242,Blackwater,1,0.75,L_Adams,4,0.10,Middle,3,0.04,Sandpoint,1,0.03,Little,4,0.02
U1243,Quesnel_Horsef,3,0.42,L_Horsefly,3,0.37,Blackwater,1,0.09,Scotch,2,0.04,Chilko_south,2,0.03
U1251,Blackwater,1,0.92,Sinta,1,0.05,Sandpoint,1,0.01,Middle,3,0.01,FiveMile,1,0.01
U1252,L_Adams,4,0.90,Little,4,0.07,Wasko_Cr,3,0.01,Birkenhead,3,0.01,Chilko,3,0.01
U1253,Birkenhead,3,0.98,Wasko_Cr,3,0.01,Chilko,3,0.00,Chilko_south,2,0.00,L_Adams,4,0.00
U758,Little,4,0.87,Quesnel_Horsef,3,0.04,Bowron,2,0.02,L_Adams,4,0.02,L_Horsefly,3,0.02
U800,Chilko,3,0.86,Chilko_south,2,0.06,L_Adams,4,0.04,Quesnel_Horsef,3,0.03,Wasko_Cr,3,0.01
U810,Chilko,3,0.90,Wasko_Cr,3,0.08,Chilko-North,3,0.01,Chilko_south,2,0.00,Quesnel_Mitche,3,0.00
U814,L_Adams,4,0.68,Little,4,0.26,Quesnel_Horsef,3,0.02,Portage_Cr,4,0.02,Chilko_south,2,0.02
U815,Chilko_south,2,0.77,Chilko,3,0.18,Wasko_Cr,3,0.02,Birkenhead,3,0.01,Chilko-North,3,0.01
U816,Wasko_Cr,3,0.82,Roaring,3,0.07,Quesnel_Mitche,3,0.06,Blue_Lead_Ck,3,0.03,Quesnel_Horsef,3,0.01
U821,Little,4,0.57,L_Adams,4,0.35,MiddleShuswap,4,0.03,Seymour,2,0.01,L_Shuswap,4,0.01
U822,L_Adams,4,0.87,Little,4,0.07,Portage_Cr,4,0.03,Bowron,2,0.01,MiddleShuswap,4,0.00
U823,Chilko,3,0.71,Chilko_south,2,0.16,L_Adams,4,0.05,Little,4,0.04,Quesnel_Horsef,3,0.01
U831,Birkenhead,3,1.00,Pitt,2,0.00,Little,4,0.00,YellowBluff,16,0.00,Portage_Cr,4,0.00
U1233,L_Adams,4,0.48,Little,4,0.22,Chilko_south,2,0.10,Quesnel_Horsef,3,0.05,Wasko_Cr,3,0.05
U1234,Nimpkish,7,0.71,Woss_Lake,7,0.28,Vernon,7,0.01,,,,,,
U1237,Phillips,6,1.00,Chilko,3,0.00,Thompson_N,2,0.00,,,,,,
U1247,Wasko_Cr,3,0.80,Quesnel_Horsef,3,0.08,Roaring,3,0.04,Quesnel_Mitche,3,0.02,Blackwater,1,0.01
U1248,Nimpkish,7,0.58,Vernon,7,0.38,Woss_Lake,7,0.04,,,,,,
U1254,Nimpkish,7,0.70,Vernon,7,0.18,Woss_Lake,7,0.12,,,,,,
U1255,Sakinaw,6,1.00,L_Adams,4,0.00,Little,4,0.00,Portage_Cr,4,0.00,,,
U1258,Little,4,0.41,Thompson_N,2,0.25,L_Adams,4,0.15,Chilko_south,2,0.10,L_Shuswap,4,0.02
U1263,Nimpkish,7,0.68,Woss_Lake,7,0.29,Vernon,7,0.03,,,,,,
U1264,Nimpkish,7,0.70,Vernon,7,0.16,Woss_Lake,7,0.14,,,,,,
U1265,Scotch,2,0.93,Seymour,2,0.06,L_Adams,4,0.00,Little,4,0.00,Chilko,3,0.00
U1270,Chilko,3,0.90,Chilko_south,2,0.09,L_Adams,4,0.00,Blackwater,1,0.00,Chilko-North,3,0.00
U1273,L_Adams,4,0.56,Little,4,0.40,MiddleShuswap,4,0.01,Portage_Cr,4,0.01,Scotch,2,0.00
U1274,Scotch,2,0.51,L_Adams,4,0.36,Seymour,2,0.06,Little,4,0.05,Eagle_L,4,0.01
U1275,Chilko_south,2,0.57,Chilko,3,0.42,Chilko-North,3,0.02,Little,4,0.00,,,
U1276,Little,4,0.51,L_Adams,4,0.39,MiddleShuswap,4,0.05,L_Shuswap,4,0.03,Portage_Cr,4,0.01
U1283,L_Adams,4,0.66,Little,4,0.29,L_Horsefly,3,0.04,Quesnel_Horsef,3,0.02,Eagle_L,4,0.00
U1284,Chilko,3,0.68,Little,4,0.25,Chilko-North,3,0.04,Chilko_south,2,0.01,L_Horsefly,3,0.01
U1285,Pitt,2,0.94,L_Adams,4,0.03,Raft,2,0.01,Chilko_south,2,0.01,Thompson_N,2,0.00
U1286,Quesnel_Mitche,3,0.99,Mitchell,3,0.01,Wasko_Cr,3,0.01,Blue_Lead_Ck,3,0.00,Roaring,3,0.00
U1288,Chilko,3,0.53,Chilko_south,2,0.13,L_Adams,4,0.12,Quesnel_Horsef,3,0.12,L_Horsefly,3,0.04
U1292,Quesnel_Horsef,3,0.51,L_Horsefly,3,0.35,Chilko_south,2,0.04,L_Adams,4,0.03,M_Horsefly,3,0.02
U1301,L_Adams,4,0.61,Scotch,2,0.16,Little,4,0.09,Seymour,2,0.07,Quesnel_Horsef,3,0.02
U1302,Chilko,3,0.98,Chilko_south,2,0.02,Chilko-North,3,0.00,L_Adams,4,0.00,,,
U1311,Chilko,3,0.60,L_Adams,4,0.25,Birkenhead,3,0.05,Little,4,0.04,Chilko_south,2,0.04
U1335,Chilko,3,0.65,Chilko_south,2,0.26,L_Adams,4,0.05,Quesnel_Horsef,3,0.02,Wasko_Cr,3,0.01
U1336,Scotch,2,0.59,L_Adams,4,0.26,Little,4,0.11,Seymour,2,0.03,MiddleShuswap,4,0.01
U1337,L_Adams,4,0.96,Eagle_L,4,0.01,Portage_Cr,4,0.01,Birkenhead,3,0.01,Little,4,0.00
U1338,L_Adams,4,0.83,Little,4,0.15,Portage_Cr,4,0.01,MiddleShuswap,4,0.00,Eagle_L,4,0.00
U1341,Scotch,2,0.66,L_Adams,4,0.20,Seymour,2,0.14,Chilko_south,2,0.00,Eagle,2,0.00
U1342,Quesnel_Horsef,3,0.61,L_Horsefly,3,0.38,Wasko_Cr,3,0.01,U_Horsefly,3,0.00,McKinley,3,0.00
U1353,L_Adams,4,0.30,Birkenhead,3,0.19,Chilko,3,0.18,Chilko_south,2,0.12,Little,4,0.08
U1354,Quesnel_Horsef,3,0.55,L_Horsefly,3,0.40,Wasko_Cr,3,0.02,L_Adams,4,0.02,M_Horsefly,3,0.00
U1355,Scotch,2,0.72,Seymour,2,0.27,Eagle,2,0.00,MiddleShuswap,4,0.00,L_Adams,4,0.00
U1356,Quesnel_Horsef,3,0.45,L_Horsefly,3,0.36,Wasko_Cr,3,0.16,Quesnel_Mitche,3,0.02,Blue_Lead_Ck,3,0.01
U1362,Birkenhead,3,1.00,Pitt,2,0.00,,,,,,,,,
U1363,Scotch,2,0.73,Little,4,0.25,L_Adams,4,0.02,Chilko,3,0.00,Bowron,2,0.00
U624,L_Adams,4,0.63,Chilko,3,0.19,Little,4,0.12,Eagle_L,4,0.01,Seymour,2,0.01
U625,Blackwater,1,0.87,Sinta,1,0.06,Sandpoint,1,0.03,Kynock,1,0.01,Paula,1,0.01
U626,Chilko,3,0.49,Chilko_south,2,0.36,Blackwater,1,0.04,Nadina,2,0.03,L_Adams,4,0.03
U647,Quesnel_Horsef,3,0.60,L_Horsefly,3,0.39,Wasko_Cr,3,0.01,M_Horsefly,3,0.00,U_Horsefly,3,0.00
U649,Chilko,3,0.92,Chilko_south,2,0.07,Chilko-North,3,0.00,Bowron,2,0.00,,,
U654,Nimpkish,7,0.74,Vernon,7,0.19,Woss_Lake,7,0.07,,,,,,
U655,L_Adams,4,0.81,Wasko_Cr,3,0.13,Little,4,0.05,Roaring,3,0.01,Blue_Lead_Ck,3,0.00
U656,Chilko,3,0.97,Quesnel_Horsef,3,0.01,Chilko_south,2,0.00,L_Horsefly,3,0.00,Bowron,2,0.00
U657,Chilko,3,0.79,Chilko_south,2,0.16,Quesnel_Horsef,3,0.02,L_Horsefly,3,0.01,Blackwater,1,0.01
U709,Chilko,3,0.99,Chilko_south,2,0.01,Blackwater,1,0.00,,,,,,
U710,Quesnel_Mitche,3,0.91,Wasko_Cr,3,0.07,Mitchell,3,0.01,Blue_Lead_Ck,3,0.01,Roaring,3,0.00
U713,Scotch,2,0.88,Seymour,2,0.07,L_Adams,4,0.03,Little,4,0.02,Thompson_N,2,0.00
U714,Chilliw_lake,2,0.85,Chilko_south,2,0.07,Birkenhead,3,0.05,DollyVarden_Cr,3,0.02,Pitt,2,0.01
U725,L_Adams,4,0.93,Portage_Cr,4,0.03,Little,4,0.02,Thompson_N,2,0.01,Eagle_L,4,0.00
U726,L_Adams,4,0.81,L_Horsefly,3,0.08,Chilko,3,0.03,Portage_Cr,4,0.02,Quesnel_Horsef,3,0.02
U727,L_Adams,4,0.79,Little,4,0.17,Scotch,2,0.01,Portage_Cr,4,0.01,MiddleShuswap,4,0.00
U728,L_Adams,4,0.52,Little,4,0.41,MiddleShuswap,4,0.03,Wasko_Cr,3,0.02,Portage_Cr,4,0.01
U731,L_Adams,4,0.90,Little,4,0.04,Eagle_L,4,0.01,Chilko,3,0.01,Wasko_Cr,3,0.01
U732,Chilko,3,0.78,Chilko_south,2,0.20,L_Adams,4,0.01,Little,4,0.01,Chilko-North,3,0.00
U751,Birkenhead,3,0.60,Pitt,2,0.37,Chilko,3,0.03,Chilko_south,2,0.00,Gingit_RT,9,0.00
U1108,Gates_Cr,2,1.00,,,,,,,,,,,,
U1109,Chilko,3,0.41,Quesnel_Horsef,3,0.27,Wasko_Cr,3,0.19,L_Adams,4,0.05,Little,4,0.05
U1110,Pitt,2,1.00,Birkenhead,3,0.00,Wasko_Cr,3,0.00,Blackwater,1,0.00,,,
U1129,Quesnel_Horsef,3,0.62,L_Horsefly,3,0.37,M_Horsefly,3,0.00,Little,4,0.00,U_Horsefly,3,0.00
U1130,L_Adams,4,0.70,Little,4,0.18,Seymour,2,0.05,Scotch,2,0.05,MiddleShuswap,4,0.01
U1140,Chilko_south,2,0.82,L_Adams,4,0.12,Chilko,3,0.03,Little,4,0.02,Quesnel_Horsef,3,0.00
U1144,Wasko_Cr,3,0.67,Chilko_south,2,0.19,Quesnel_Mitche,3,0.09,Thompson_N,2,0.02,Quesnel_Horsef,3,0.01
U1145,L_Adams,4,0.70,Little,4,0.24,MiddleShuswap,4,0.02,Eagle_L,4,0.01,Portage_Cr,4,0.01
U1151,Quesnel_Horsef,3,0.54,L_Horsefly,3,0.38,Chilko,3,0.02,L_Adams,4,0.02,Wasko_Cr,3,0.01
U1152,Blackwater,1,1.00,Sinta,1,0.00,Kynock,1,0.00,Paula,1,0.00,FiveMile,1,0.00
U1155,Birkenhead,3,0.91,Thompson_N,2,0.08,L_Adams,4,0.01,Portage_Cr,4,0.00,Dust,1,0.00
U1156,Phillips,6,1.00,PorcupineSloug,14,0.00,Wannock,18,0.00,ChilkootLkBeach,20,0.00,BearSlough,16,0.00
U1157,Chilko_south,2,0.75,Chilko,3,0.24,L_Adams,4,0.01,Chilko-North,3,0.00,Raft,2,0.00
U1160,Quesnel_Mitche,3,0.93,Wasko_Cr,3,0.06,Roaring,3,0.01,Mitchell,3,0.01,Blue_Lead_Ck,3,0.00
U1161,Quesnel_Horsef,3,0.60,L_Horsefly,3,0.39,Raft,2,0.01,M_Horsefly,3,0.00,U_Horsefly,3,0.00
U1162,Scotch,2,0.88,L_Adams,4,0.07,Seymour,2,0.04,Little,4,0.01,Chilko_south,2,0.00
U1163,Blackwater,1,0.72,Chilko_south,2,0.14,Sinta,1,0.05,Chilko,3,0.05,Dust,1,0.01
U1164,Wasko_Cr,3,0.73,Quesnel_Horsef,3,0.10,Quesnel_Mitche,3,0.07,L_Horsefly,3,0.05,Chilko,3,0.03
U1168,Quesnel_Mitche,3,0.99,Mitchell,3,0.01,Wasko_Cr,3,0.00,Blue_Lead_Ck,3,0.00,,,
U1169,Chilko_south,2,0.53,Chilko,3,0.46,Chilko-North,3,0.00,L_Adams,4,0.00,Little,4,0.00
U1173,Scotch,2,0.99,Seymour,2,0.01,L_Adams,4,0.00,,,,,,
U1191,Chilko_south,2,0.68,Chilko,3,0.31,Wasko_Cr,3,0.00,Blackwater,1,0.00,Thompson_N,2,0.00
U1193,Blackwater,1,0.64,Sinta,1,0.24,Sandpoint,1,0.07,Kynock,1,0.03,FiveMile,1,0.01
U604,Pitt,2,0.98,Weaver,4,0.01,Nadina,2,0.01,Chilko_south,2,0.00,Chilko,3,0.00
U741,Wasko_Cr,3,0.75,Quesnel_Mitche,3,0.13,Quesnel_Horsef,3,0.05,Roaring,3,0.04,L_Horsefly,3,0.01
U742,Scotch,2,0.97,Seymour,2,0.03,,,,,,,,,
U971,Quesnel_Horsef,3,0.50,L_Horsefly,3,0.29,L_Adams,4,0.17,Chilko,3,0.01,Wasko_Cr,3,0.01
U972,Pitt,2,1.00,,,,,,,,,,,,
U1299,Chilko,3,0.53,Quesnel_Horsef,3,0.25,Wasko_Cr,3,0.15,Chilko_south,2,0.04,L_Horsefly,3,0.02
U1300,Chilko,3,0.99,Chilko_south,2,0.01,Quesnel_Horsef,3,0.00,L_Adams,4,0.00,Chilko-North,3,0.00
U1319,L_Adams,4,0.79,Little,4,0.07,MiddleShuswap,4,0.07,Seymour,2,0.02,Portage_Cr,4,0.02
