hakai_id,stock_1,region_1,prob_1,stock_2,region_2,prob_2,stock_3,region_3,prob_3,stock_4,region_4,prob_4,stock_5,region_5,prob_5
U1320,Chilko_south,2,0.67,Chilko,3,0.33,Chilko-North,3,0.00,Portage_Cr,4,0.00,,,
U1332,Gates_Cr,2,1.00,,,,,,,,,,,,
U1333,Scotch,2,0.49,Little,4,0.25,L_Adams,4,0.21,Seymour,2,0.05,Chilko_south,2,0.00
U1334,L_Adams,4,0.73,Little,4,0.23,Eagle_L,4,0.01,L_Shuswap,4,0.01,MiddleShuswap,4,0.01
U1351,Chilko,3,0.98,Chilko_south,2,0.01,Wasko_Cr,3,0.00,Chilko-North,3,0.00,L_Horsefly,3,0.00
U1361,Seymour,2,0.29,Scotch,2,0.22,L_Adams,4,0.16,Little,4,0.10,Chilko_south,2,0.04
U627,Chilko_south,2,0.57,L_Adams,4,0.41,Seymour,2,0.01,Scotch,2,0.01,MiddleShuswap,4,0.00
U668,Chilko,3,0.68,Chilko_south,2,0.29,Raft,2,0.02,L_Adams,4,0.01,Portage_Cr,4,0.00
U669,Scotch,2,0.94,Seymour,2,0.06,Eagle,2,0.00,,,,,,
U670,Blackwater,1,0.99,Sinta,1,0.00,Sandpoint,1,0.00,Quesnel_Horsef,3,0.00,Bivouac,1,0.00
U676,Blackwater,1,0.97,Chilko,3,0.01,Sinta,1,0.01,Sandpoint,1,0.01,Middle,3,0.00
U677,Chilko,3,0.98,L_Adams,4,0.01,Chilko_south,2,0.01,Chilko-North,3,0.00,Great_Central,7,0.00
U678,Little,4,0.91,L_Adams,4,0.09,Chilko_south,2,0.00,MiddleShuswap,4,0.00,Blackwater,1,0.00
U685,Scotch,2,0.96,Seymour,2,0.04,L_Adams,4,0.00,Eagle_L,4,0.00,Eagle,2,0.00
U686,Nahatlatch,2,0.91,Dust,1,0.02,Chilliw_lake,2,0.01,L_Adams,4,0.01,Chilko_south,2,0.01
U687,Chilko,3,0.74,Chilko_south,2,0.24,L_Adams,4,0.01,Wasko_Cr,3,0.00,Little,4,0.00
U1149,Quesnel_Horsef,3,0.96,Chilko,3,0.02,Chilko_south,2,0.02,Horsefly,3,0.00,L_Adams,4,0.00
U1151,Quesnel_Horsef,3,0.94,Seymour,2,0.05,Chilko,3,0.01,L_Adams,4,0.00,L_Horsefly,3,0.00
U1158,Chilko,3,0.94,Chilko_south,2,0.04,Quesnel_Horsef,3,0.01,Pinchi_Cr,3,0.01,,,
U1159,Pitt,2,1.00,Scud,14,0.00,,,,,,,,,
U1166,Chilko,3,0.90,Chilko_south,2,0.10,,,,,,,,,
U1167,Chilko_south,2,0.61,Pinchi_Cr,3,0.21,Chilko,3,0.17,Middle,3,0.01,Quesnel_Horsef,3,0.00
U1172,Birkenhead,3,0.63,Chilko_south,2,0.32,LakeWashington,5,0.02,L_Adams,4,0.02,Chilko,3,0.01
U1192,Pinchi_Cr,3,0.90,Middle,3,0.06,Baker_Lake,5,0.03,Quesnel_Horsef,3,0.01,Pitt,2,0.00
U1297,Quesnel_Horsef,3,0.99,Little,4,0.01,L_Adams,4,0.00,Horsefly,3,0.00,M_Horsefly,3,0.00
U1329,Seymour,2,0.97,Scotch,2,0.02,Eagle,2,0.01,L_Adams,4,0.00,,,
U329,Pinchi_Cr,3,0.94,Middle,3,0.06,Paula,1,0.00,Chilko,3,0.00,Stellako,3,0.00
U330,L_Adams,4,0.33,Seymour,2,0.25,Pinchi_Cr,3,0.23,Chilko_south,2,0.09,Little,4,0.04
U557,Quesnel_Horsef,3,1.00,L_Adams,4,0.00,,,,,,,,,
U558,Pinchi_Cr,3,0.36,Chilko,3,0.23,Chilko_south,2,0.21,L_Shuswap,4,0.07,Quesnel_Horsef,3,0.04
U559,Chilko_south,2,0.83,Chilko,3,0.16,L_Adams,4,0.01,Pinchi_Cr,3,0.00,Quesnel_Horsef,3,0.00
U565,Chilko_south,2,0.54,Chilko,3,0.45,Pinchi_Cr,3,0.01,Middle,3,0.00,L_Adams,4,0.00
U566,Chilko,3,0.78,Chilko_south,2,0.12,Quesnel_Horsef,3,0.05,L_Adams,4,0.03,Pinchi_Cr,3,0.01
U567,Chilko,3,0.51,Chilko_south,2,0.48,L_Adams,4,0.01,,,,,,
U568,Chilko_south,2,0.76,Chilko,3,0.10,L_Adams,4,0.06,Seymour,2,0.05,Pinchi_Cr,3,0.02
U569,Chilko,3,0.79,Seymour,2,0.07,Chilko_south,2,0.04,L_Adams,4,0.04,Little,4,0.02
U576,Chilko,3,0.97,Quesnel_Horsef,3,0.02,Chilko_south,2,0.01,Blue_Lead_Ck,3,0.00,,,
U577,Pinchi_Cr,3,0.90,Middle,3,0.07,Quesnel_Horsef,3,0.03,Chilko_south,2,0.00,,,
U578,L_Adams,4,0.72,L_Shuswap,4,0.13,Eagle_L,4,0.08,Seymour,2,0.03,Little,4,0.02
U584,Chilko,3,0.99,Chilko_south,2,0.00,Quesnel_Horsef,3,0.00,Raft,2,0.00,Pinchi_Cr,3,0.00
U585,Chilko,3,0.66,L_Adams,4,0.12,Quesnel_Horsef,3,0.10,Chilko_south,2,0.06,Quesnel_Mitche,3,0.03
U586,Quesnel_Horsef,3,0.97,L_Adams,4,0.02,M_Horsefly,3,0.01,Horsefly,3,0.00,Eagle_L,4,0.00
U590,Birkenhead,3,1.00,,,,,,,,,,,,
U591,Pitt,2,1.00,,,,,,,,,,,,
U592,Pinchi_Cr,3,0.33,Phillips,6,0.30,Birkenhead,3,0.12,L_Adams,4,0.10,Chilko_south,2,0.10
U593,Quesnel_Horsef,3,0.78,Chilko,3,0.15,Chilko_south,2,0.03,L_Adams,4,0.02,Little,4,0.02
U621,Pitt,2,1.00,L_Adams,4,0.00,,,,,,,,,
U628,L_Adams,4,0.67,Little,4,0.22,Pinchi_Cr,3,0.04,Chilko_south,2,0.02,Quesnel_Horsef,3,0.02
U629,Quesnel_Mitche,3,0.96,Mitchell,3,0.04,Blue_Lead_Ck,3,0.00,,,,,,
U679,Chilko,3,0.71,Chilko_south,2,0.15,L_Adams,4,0.12,Little,4,0.02,Eagle_L,4,0.00
U680,Quesnel_Mitche,3,0.96,Mitchell,3,0.04,,,,,,,,,
U688,Chilko_south,2,1.00,Chilko,3,0.00,Pinchi_Cr,3,0.00,,,,,,
U689,Quesnel_Mitche,3,0.97,Mitchell,3,0.04,,,,,,,,,
U690,Chilko,3,0.95,Pinchi_Cr,3,0.04,Chilko_south,2,0.00,Kynock,1,0.00,,,
U701,Seymour,2,0.95,Eagle,2,0.02,Scotch,2,0.02,L_Adams,4,0.01,Chilko_south,2,0.00
U702,Chilko,3,0.93,Chilko_south,2,0.07,L_Adams,4,0.00,,,,,,
U703,Pinchi_Cr,3,0.90,Chilko_south,2,0.07,Chilko,3,0.01,L_Adams,4,0.01,Middle,3,0.01
U619,Seymour,2,0.78,L_Adams,4,0.10,Chilko,3,0.04,Eagle,2,0.03,Quesnel_Mitche,3,0.02
U620,Quesnel_Horsef,3,0.97,L_Adams,4,0.01,Horsefly,3,0.01,Chilko,3,0.01,Chilko_south,2,0.01
U623,Quesnel_Horsef,3,0.99,M_Horsefly,3,0.01,Horsefly,3,0.00,L_Horsefly,3,0.00,,,
U630,Seymour,2,0.95,Eagle,2,0.05,Chilko_south,2,0.00,,,,,,
U642,Pitt,2,0.29,Thoms_Lake,20,0.22,Seymour,2,0.21,Scotch,2,0.07,Pinchi_Cr,3,0.06
U644,Chilko,3,0.54,L_Adams,4,0.36,L_Shuswap,4,0.05,Eagle_L,4,0.01,MiddleShuswap,4,0.01
U645,Seymour,2,0.90,Eagle,2,0.09,Scotch,2,0.01,,,,,,
U646,L_Adams,4,0.75,Little,4,0.23,Quesnel_Horsef,3,0.01,Portage_Cr,4,0.01,Chilko_south,2,0.00
U652,Pinchi_Cr,3,0.94,Middle,3,0.06,Kuzkwa_Cr,3,0.00,Bivouac,1,0.00,Chilko_south,2,0.00
U653,Seymour,2,0.78,Eagle,2,0.12,L_Adams,4,0.03,Little,4,0.03,L_Shuswap,4,0.02
U659,Pinchi_Cr,3,0.88,Stellako,3,0.03,Kuzkwa_Cr,3,0.02,Seymour,2,0.02,Long_Lake,15,0.02
U660,Chilko,3,0.54,Chilko_south,2,0.35,Quesnel_Horsef,3,0.10,Pinchi_Cr,3,0.01,Horsefly,3,0.00
U661,Chilko,3,0.89,Pinchi_Cr,3,0.05,Chilko_south,2,0.05,Birkenhead,3,0.01,Middle,3,0.00
U664,L_Shuswap,4,0.82,MiddleShuswap,4,0.10,Eagle_L,4,0.03,Little,4,0.02,Pitt,2,0.02
U665,Quesnel_Mitche,3,0.96,Mitchell,3,0.04,,,,,,,,,
U666,L_Adams,4,0.82,Little,4,0.12,Seymour,2,0.06,Chilko,3,0.00,,,
U672,Seymour,2,0.99,Eagle,2,0.01,U_Adams,2,0.00,Portage_Cr,4,0.00,Scotch,2,0.00
U673,Chilko_south,2,0.74,Chilko,3,0.19,Pinchi_Cr,3,0.04,L_Adams,4,0.03,Eagle_L,4,0.00
U674,Seymour,2,0.92,Eagle,2,0.06,Scotch,2,0.02,L_Adams,4,0.00,Little,4,0.00
U681,Birkenhead,3,1.00,,,,,,,,,,,,
U682,L_Adams,4,0.74,Little,4,0.23,Portage_Cr,4,0.03,Chilko,3,0.00,Nahatlatch,2,0.00
U704,Birkenhead,3,1.00,,,,,,,,,,,,
U705,Chilko,3,0.54,Chilko_south,2,0.19,L_Adams,4,0.18,Pinchi_Cr,3,0.05,Eagle_L,4,0.02
U706,Gates_Cr,2,1.00,,,,,,,,,,,,
U707,L_Adams,4,0.58,L_Shuswap,4,0.15,Quesnel_Horsef,3,0.14,Little,4,0.06,MiddleShuswap,4,0.01
U708,Pitt,2,0.56,Long_Lake,15,0.23,L_Adams,4,0.09,Canoe_Cr,15,0.04,Big_Silver,4,0.04
U711,Birkenhead,3,1.00,,,,,,,,,,,,
U712,L_Adams,4,0.82,Quesnel_Horsef,3,0.08,Little,4,0.04,Eagle_L,4,0.03,Chilko_south,2,0.02
U721,Quesnel_Horsef,3,0.84,Pinchi_Cr,3,0.06,L_Adams,4,0.04,M_Horsefly,3,0.02,Little,4,0.02
U722,Seymour,2,0.68,L_Shuswap,4,0.14,Eagle,2,0.12,L_Adams,4,0.06,Scotch,2,0.00
U723,Chilko,3,0.86,Quesnel_Horsef,3,0.10,Pinchi_Cr,3,0.01,Chilko_south,2,0.01,M_Horsefly,3,0.01
U724,Gates_Cr,2,1.00,,,,,,,,,,,,
U739,Chilko_south,2,0.74,L_Adams,4,0.10,Chilko,3,0.07,Birkenhead,3,0.05,Little,4,0.02
U740,Quesnel_Horsef,3,0.99,L_Adams,4,0.00,Chilko_south,2,0.00,M_Horsefly,3,0.00,Quesnel_Decept,3,0.00
U766,Seymour,2,0.72,Eagle,2,0.15,L_Shuswap,4,0.06,L_Adams,4,0.03,Eagle_L,4,0.02
U788,Seymour,2,0.89,Eagle,2,0.05,Scotch,2,0.05,,,,,,
U789,Quesnel_Horsef,3,0.79,L_Adams,4,0.09,Chilko,3,0.05,Pinchi_Cr,3,0.02,Raft,2,0.02
U790,Chilko_south,2,0.64,Chilko,3,0.36,Quesnel_Horsef,3,0.00,Narrows,1,0.00,,,
U715,Nimpkish,7,0.94,Vernon,7,0.06,,,,,,,,,
U716,Nimpkish,7,0.99,Vernon,7,0.01,,,,,,,,,
U717,Nimpkish,7,0.97,Vernon,7,0.03,,,,,,,,,
U718,Nimpkish,7,0.96,Vernon,7,0.04,,,,,,,,,
U729,Nimpkish,7,0.95,Vernon,7,0.05,,,,,,,,,
U730,Nimpkish,7,0.99,Vernon,7,0.01,,,,,,,,,
U733,L_Adams,4,0.61,Seymour,2,0.15,Little,4,0.12,Chilko_south,2,0.10,L_Shuswap,4,0.01
U752,Nimpkish,7,1.00,Vernon,7,0.01,,,,,,,,,
U753,Nimpkish,7,1.00,,,,,,,,,,,,
U757,Pinchi_Cr,3,0.99,L_Adams,4,0.01,Chilko_south,2,0.00,,,,,,
U579,Portage_Cr,4,0.67,Seymour,2,0.28,Scotch,2,0.05,,,,,,
U580,Quesnel_Horsef,3,0.64,Blue_Lead_Ck,3,0.20,L_Horsefly,3,0.08,McKinley,3,0.05,Wasko_Cr,3,0.02
U594,Mitchell,3,0.78,Quesnel_Mitche,3,0.21,Blue_Lead_Ck,3,0.01,,,,,,
U595,Chilko,3,0.69,Quesnel_Horsef,3,0.30,Portage_Cr,4,0.00,Horsefly,3,0.00,Porter_Cr,1,0.00
U596,Seymour,2,0.54,Scotch,2,0.45,Portage_Cr,4,0.01,Chilko,3,0.00,Rossette,1,0.00
U611,Seymour,2,0.54,Scotch,2,0.46,Portage_Cr,4,0.00,,,,,,
U612,Mitchell,3,0.74,Quesnel_Mitche,3,0.21,Blue_Lead_Ck,3,0.05,Wasko_Cr,3,0.00,,,
U631,Chilko,3,0.71,Mitchell,3,0.21,Blue_Lead_Ck,3,0.05,Quesnel_Horsef,3,0.02,Wasko_Cr,3,0.00
U632,Seymour,2,0.54,Scotch,2,0.45,Chilko,3,0.01,,,,,,
U633,Portage_Cr,4,0.78,Chilko,3,0.16,Thompson_N,2,0.02,Quesnel_Horsef,3,0.02,Raft,2,0.01
U634,Quesnel_Horsef,3,0.63,L_Horsefly,3,0.13,Portage_Cr,4,0.10,McKinley,3,0.07,Raft,2,0.03
U1309,Sandpoint,1,0.29,Paula,1,0.29,Porter_Cr,1,0.09,Sinta,1,0.07,Forfar,1,0.07
U1327,Portage_Cr,4,1.00,McKinley,3,0.00,Quesnel_Horsef,3,0.00,Seymour,2,0.00,,,
U599,Nimpkish,7,0.84,Woss_Lake,7,0.16,,,,,,,,,
U600,Nimpkish,7,0.69,Woss_Lake,7,0.31,,,,,,,,,
U614,Nimpkish,7,0.98,Woss_Lake,7,0.02,,,,,,,,,
U615,Nimpkish,7,0.99,Woss_Lake,7,0.01,,,,,,,,,
U616,Woss_Lake,7,0.85,Nimpkish,7,0.15,Vernon,7,0.00,,,,,,
U617,Nimpkish,7,0.98,Woss_Lake,7,0.02,,,,,,,,,
U618,Mitchell,3,0.78,Quesnel_Mitche,3,0.20,Blue_Lead_Ck,3,0.01,Wasko_Cr,3,0.00,,,
U622,Woss_Lake,7,0.99,Nimpkish,7,0.01,,,,,,,,,
U640,Nimpkish,7,0.96,Woss_Lake,7,0.04,,,,,,,,,
U641,Nimpkish,7,0.62,Woss_Lake,7,0.38,,,,,,,,,
U642,Woss_Lake,7,1.00,Nimpkish,7,0.00,,,,,,,,,
U651,Portage_Cr,4,0.91,Seymour,2,0.07,Chilko,3,0.02,Little,4,0.00,L_Adams,4,0.00
U829,Chilko,3,0.29,Seymour,2,0.24,Sandpoint,1,0.23,Scotch,2,0.06,Sinta,1,0.06
U830,Portage_Cr,4,0.80,Chilko,3,0.19,MiddleShuswap,4,0.00,L_Adams,4,0.00,,,
U865,Mitchell,3,0.64,Quesnel_Mitche,3,0.21,Blue_Lead_Ck,3,0.15,,,,,,
U871,Gates_Cr,2,1.00,,,,,,,,,,,,
U527,Woss_Lake,7,0.97,Nimpkish,7,0.03,,,,,,,,,
U528,Woss_Lake,7,0.98,Nimpkish,7,0.02,Vernon,7,0.00,,,,,,
U529,Woss_Lake,7,0.99,Nimpkish,7,0.01,,,,,,,,,
U530,Woss_Lake,7,0.94,Nimpkish,7,0.06,,,,,,,,,
U536,Woss_Lake,7,0.99,Nimpkish,7,0.01,,,,,,,,,
U537,Woss_Lake,7,1.00,Nimpkish,7,0.00,,,,,,,,,
U538,Woss_Lake,7,1.00,Nimpkish,7,0.00,,,,,,,,,
U547,L_Shuswap,4,0.85,MiddleShuswap,4,0.14,L_Adams,4,0.00,,,,,,
U384,Pinchi_Cr,3,0.92,Tachie,3,0.07,Quesnel_Decept,3,0.00,Middle,3,0.00,Chilko,3,0.00
U385,Weaver,4,1.00,,,,,,,,,,,,
U386,Quesnel_Decept,3,0.81,Mitchell,3,0.17,Quesnel_Mitche,3,0.02,Roaring,3,0.00,Blue_Lead_Ck,3,0.00
U387,Weaver,4,1.00,,,,,,,,,,,,
U388,Pinchi_Cr,3,0.85,Hudson_Bay,1,0.10,Tachie,3,0.05,Kuzkwa_Cr,3,0.00,Chilko,3,0.00
U389,Thompson_N,2,0.83,Chilko,3,0.08,Eagle_L,4,0.03,L_Shuswap,4,0.02,Raft,2,0.01
U391,Thompson_N,2,0.74,Pinchi_Cr,3,0.19,Quesnel_Decept,3,0.03,L_Shuswap,4,0.02,Tachie,3,0.01
U392,Pinchi_Cr,3,1.00,Tachie,3,0.00,,,,,,,,,
U393,Pinchi_Cr,3,0.76,Tachie,3,0.11,Hudson_Bay,1,0.07,Driftwood,1,0.03,Gluskie,1,0.01
U395,Pinchi_Cr,3,0.99,Tachie,3,0.01,Kuzkwa_Cr,3,0.00,FiveMile,1,0.00,,,
U1060,Pinchi_Cr,3,0.94,Tachie,3,0.06,Stellako,3,0.00,,,,,,
U1082,Chilko,3,0.85,Pinchi_Cr,3,0.09,Weaver,4,0.05,Hudson_Bay,1,0.00,Tachie,3,0.00
U268,Pinchi_Cr,3,0.95,Tachie,3,0.05,,,,,,,,,
U269,Pinchi_Cr,3,0.45,Thompson_N,2,0.26,Raft,2,0.19,Pitt,2,0.03,Birkenhead,3,0.01
U270,Chilko,3,0.99,Quesnel_Decept,3,0.00,Chilko-North,3,0.00,Chilko_south,2,0.00,,,
U278,Chilko,3,1.00,Quesnel_Decept,3,0.00,,,,,,,,,
U279,Chilko,3,0.99,Thompson_N,2,0.01,Chilko-North,3,0.00,Quesnel_Decept,3,0.00,Little,4,0.00
U280,Pinchi_Cr,3,0.95,Tachie,3,0.03,Hudson_Bay,1,0.01,Forfar,1,0.00,,,
U290,Chilko,3,0.93,Pinchi_Cr,3,0.05,Chilko_south,2,0.02,Chilko-North,3,0.01,Portage_Cr,4,0.00
U291,Chilko,3,0.87,Quesnel_Decept,3,0.09,Pinchi_Cr,3,0.02,Eagle_L,4,0.01,Thompson_N,2,0.01
U292,Pinchi_Cr,3,0.88,Tachie,3,0.11,L_Shuswap,4,0.01,Middle,3,0.01,MiddleShuswap,4,0.00
U293,Chilko,3,1.00,Chilko_south,2,0.00,,,,,,,,,
U294,Birkenhead,3,1.00,,,,,,,,,,,,
U295,Quesnel_Decept,3,0.80,Pinchi_Cr,3,0.09,Chilko,3,0.04,Mitchell,3,0.03,Pitt,2,0.03
U296,Gates_Cr,2,1.00,,,,,,,,,,,,
U297,Chilko,3,0.99,Chilko_south,2,0.01,Chilko-North,3,0.00,,,,,,
U298,Chilko,3,0.91,Thompson_N,2,0.07,Chilko_south,2,0.01,Tachie,3,0.00,Pinchi_Cr,3,0.00
U301,Pinchi_Cr,3,0.88,Tachie,3,0.09,Chilko,3,0.01,Narrows,1,0.01,Hudson_Bay,1,0.00
U302,Weaver,4,1.00,Tachie,3,0.00,,,,,,,,,
U303,Chilko,3,0.99,Thompson_N,2,0.01,Chilko_south,2,0.01,Pinchi_Cr,3,0.00,,,
U304,Quesnel_Decept,3,0.84,Weaver,4,0.06,Pinchi_Cr,3,0.05,Mitchell,3,0.02,Thompson_N,2,0.02
U305,Weaver,4,1.00,,,,,,,,,,,,
U306,Pinchi_Cr,3,0.91,Tachie,3,0.08,Middle,3,0.00,,,,,,
U311,Chilko,3,0.65,Thompson_N,2,0.28,Raft,2,0.03,L_Shuswap,4,0.01,L_Adams,4,0.01
U312,Weaver,4,1.00,,,,,,,,,,,,
U313,Pinchi_Cr,3,0.54,Thompson_N,2,0.31,Quesnel_Decept,3,0.08,Chilko,3,0.05,L_Adams,4,0.01
U314,Chilko,3,0.98,Pinchi_Cr,3,0.01,Quesnel_Decept,3,0.00,Chilko_south,2,0.00,Chilko-North,3,0.00
U315,Pinchi_Cr,3,0.87,Quesnel_Decept,3,0.05,Chilko,3,0.04,Tachie,3,0.01,Hudson_Bay,1,0.01
U316,Chilko,3,0.68,Thompson_N,2,0.13,Pinchi_Cr,3,0.12,Raft,2,0.03,Quesnel_Decept,3,0.02
U321,Pinchi_Cr,3,0.94,Tachie,3,0.06,,,,,,,,,
U457,Chilko,3,1.00,,,,,,,,,,,,
U458,Birkenhead,3,1.00,Pitt,2,0.00,,,,,,,,,
U459,Chilko,3,0.90,Quesnel_Horsef,3,0.04,Thompson_N,2,0.03,Chilko_south,2,0.00,Raft,2,0.00
U507,Chilko,3,1.00,Blackwater,1,0.00,Chilko_south,2,0.00,Sandpoint,1,0.00,Paula,1,0.00
U508,Chilko,3,1.00,Chilko_south,2,0.00,Blackwater,1,0.00,Forfar,1,0.00,Felix,1,0.00
U509,Chilko,3,1.00,,,,,,,,,,,,
U516,Chilko,3,1.00,Stellako,3,0.00,Horsefly,3,0.00,,,,,,
U517,Chilko,3,1.00,Chilko_south,2,0.00,Thompson_N,2,0.00,,,,,,
U518,Birkenhead,3,1.00,Blackwater,1,0.00,Hudson_Bay,1,0.00,,,,,,
U519,Chilko,3,0.97,Weaver,4,0.03,Chilko_south,2,0.00,Thompson_N,2,0.00,,,
U230,Stellako,3,1.00,Chilko,3,0.00,Tachie,3,0.00,Kynock,1,0.00,,,
U272,Stellako,3,1.00,,,,,,,,,,,,
U273,Chilko,3,0.85,Thompson_N,2,0.04,Quesnel_Horsef,3,0.04,Blackwater,1,0.02,Sandpoint,1,0.02
U274,Chilko,3,0.99,Stellako,3,0.01,Chilko_south,2,0.00,,,,,,
U281,Quesnel_Horsef,3,0.41,Chilko,3,0.34,Thompson_N,2,0.15,Stellako,3,0.07,Kynock,1,0.01
U282,Chilko,3,0.95,Eagle_L,4,0.02,Portage_Cr,4,0.01,Little,4,0.01,L_Shuswap,4,0.00
U283,Chilko,3,1.00,,,,,,,,,,,,
U284,Chilko,3,1.00,Thompson_N,2,0.00,Chilko_south,2,0.00,,,,,,
U285,Chilko,3,1.00,,,,,,,,,,,,
U286,Chilko,3,0.88,Thompson_N,2,0.06,Raft,2,0.03,Eagle_L,4,0.01,Little,4,0.01
U347,Birkenhead,3,1.00,Weaver,4,0.00,Chilko,3,0.00,,,,,,
U349,Chilko,3,0.46,Raft,2,0.24,Little,4,0.15,Thompson_N,2,0.09,Chilko_south,2,0.03
U350,Chilko,3,0.60,Stellako,3,0.16,Sandpoint,1,0.08,Blackwater,1,0.04,Eagle_L,4,0.03
U355,Quesnel_Horsef,3,0.78,Chilko,3,0.06,Mitchell,3,0.04,Blackwater,1,0.03,Quesnel_Mitche,3,0.02
U356,Stellako,3,0.82,Blackwater,1,0.12,Hudson_Bay,1,0.03,Porter_Cr,1,0.01,Sandpoint,1,0.00
U357,Chilko,3,0.99,Raft,2,0.01,Quesnel_Horsef,3,0.00,Thompson_N,2,0.00,Quesnel_Decept,3,0.00
U361,Pitt,2,1.00,,,,,,,,,,,,
U362,Chilko,3,1.00,Chilko_south,2,0.00,,,,,,,,,
U363,Stellako,3,0.65,Thompson_N,2,0.24,Chilko,3,0.10,Kuzkwa_Cr,3,0.00,Tachie,3,0.00
U100,Mitchell,3,0.88,Quesnel_Mitche,3,0.05,Quesnel_Horsef,3,0.04,Quesnel_Decept,3,0.02,Blue_Lead_Ck,3,0.01
U128,Weaver,4,0.70,Thompson_N,2,0.29,Chilko,3,0.01,Eagle_L,4,0.00,Chilko-North,3,0.00
U210,Chilko,3,0.99,Chilko_south,2,0.01,,,,,,,,,
U216,Chilko,3,1.00,Chilko_south,2,0.00,Weaver,4,0.00,,,,,,
U217,Thompson_N,2,0.69,Chilko,3,0.20,Raft,2,0.11,Weaver,4,0.00,Little,4,0.00
U218,Stellako,3,0.90,Blackwater,1,0.06,Hudson_Bay,1,0.02,Nadina,2,0.01,Sandpoint,1,0.01
U233,Chilko,3,0.99,Raft,2,0.00,Thompson_N,2,0.00,Stellako,3,0.00,Fennell,2,0.00
U234,Quesnel_Horsef,3,0.97,U_Horsefly,3,0.01,Chilko,3,0.01,Horsefly,3,0.00,L_Horsefly,3,0.00
U235,Chilko,3,0.36,Raft,2,0.32,Thompson_N,2,0.23,Fennell,2,0.06,Kynock,1,0.02
U236,Chilko,3,0.97,Blackwater,1,0.01,Sandpoint,1,0.00,Hudson_Bay,1,0.00,Forfar,1,0.00
U241,Birkenhead,3,1.00,Weaver,4,0.00,,,,,,,,,
U399,Chilko,3,0.99,Kynock,1,0.00,Stellako,3,0.00,Quesnel_Horsef,3,0.00,Dust,1,0.00
U401,Mitchell,3,0.92,Quesnel_Mitche,3,0.08,Roaring,3,0.00,Blue_Lead_Ck,3,0.00,,,
U411,Chilko,3,0.89,Weaver,4,0.07,Little,4,0.03,Portage_Cr,4,0.00,Quesnel_Horsef,3,0.00
U375,Mitchell,3,0.85,Chilko,3,0.08,Quesnel_Mitche,3,0.03,Quesnel_Decept,3,0.01,Quesnel_Horsef,3,0.01
U376,Chilko,3,0.91,Thompson_N,2,0.03,Birkenhead,3,0.03,Stellako,3,0.01,Little,4,0.01
U377,Mitchell,3,0.93,Quesnel_Mitche,3,0.07,,,,,,,,,
U378,Chilko,3,1.00,Quesnel_Horsef,3,0.00,,,,,,,,,
U379,Thompson_N,2,0.66,Raft,2,0.33,Weaver,4,0.00,Fennell,2,0.00,Pitt,2,0.00
U380,Chilko,3,0.96,Stellako,3,0.03,Thompson_N,2,0.01,Chilko_south,2,0.00,Birkenhead,3,0.00
U390,Chilko,3,0.97,Thompson_N,2,0.01,Nadina,2,0.01,Chilko_south,2,0.01,Raft,2,0.00
U394,Chilko,3,0.85,Blackwater,1,0.05,Hudson_Bay,1,0.02,Chilko_south,2,0.02,Eagle_L,4,0.01
U396,Chilko,3,0.86,Quesnel_Horsef,3,0.12,Mitchell,3,0.00,Thompson_N,2,0.00,Bowron,2,0.00
U397,Chilko,3,0.97,Quesnel_Horsef,3,0.02,Raft,2,0.01,Thompson_N,2,0.00,L_Adams,4,0.00
U398,Chilko,3,0.98,Thompson_N,2,0.01,Chilko_south,2,0.00,Quesnel_Horsef,3,0.00,Blackwater,1,0.00
U454,Chilko,3,1.00,Thompson_N,2,0.00,Quesnel_Horsef,3,0.00,Horsefly,3,0.00,,,
U455,Chilko,3,0.87,Quesnel_Horsef,3,0.07,Chilko_south,2,0.02,Blackwater,1,0.02,Kynock,1,0.00
U456,Chilko,3,0.94,Mitchell,3,0.02,Thompson_N,2,0.01,Roaring,3,0.01,Chilko_south,2,0.00
U503,Chilko,3,0.98,Chilko_south,2,0.01,Stellako,3,0.01,Kynock,1,0.00,,,
U504,Quesnel_Horsef,3,0.97,U_Horsefly,3,0.01,Horsefly,3,0.01,Thompson_N,2,0.00,L_Horsefly,3,0.00
U505,Chilko,3,1.00,,,,,,,,,,,,
U506,Chilko,3,0.97,Quesnel_Horsef,3,0.01,Sandpoint,1,0.00,Raft,2,0.00,Stellako,3,0.00
U513,Chilko,3,1.00,Sandpoint,1,0.00,Weaver,4,0.00,,,,,,
U515,Chilko,3,0.79,Quesnel_Horsef,3,0.08,Stellako,3,0.06,Thompson_N,2,0.03,Weaver,4,0.02
U299,Chilko,3,0.98,Quesnel_Horsef,3,0.02,Little,4,0.00,Roaring,3,0.00,Horsefly,3,0.00
U300,Weaver,4,0.89,Chilko,3,0.07,Wannock,18,0.01,Marble_Cr,18,0.01,Pitt,2,0.01
U307,Chilko,3,1.00,Stellako,3,0.00,Chilko_south,2,0.00,,,,,,
U308,Quesnel_Horsef,3,0.98,U_Horsefly,3,0.01,L_Horsefly,3,0.00,Horsefly,3,0.00,Little,4,0.00
U317,Thompson_N,2,0.90,Chilko,3,0.05,Raft,2,0.04,Quesnel_Horsef,3,0.01,Stellako,3,0.00
U318,Mitchell,3,0.93,Quesnel_Mitche,3,0.07,Blue_Lead_Ck,3,0.00,Quesnel_Decept,3,0.00,Roaring,3,0.00
